Soil_Type,Nitrogen,Phosphorus,Potassium
Laterite Soil,68.8120364848758,25.1695500846404,73.7664041025781
Laterite Soil,93.3084611730343,16.0613371017247,15.6543399128204
Peat Soil,111.104747911195,81.9911867507683,89.5408164631891
Black Soil,108.000904083318,76.0190751235347,18.9805584918111
Yellow Soil,8.16089221698627,27.2440603473849,91.7681510934149
Yellow Soil,107.937850832215,74.2326012116363,29.8717433478696
Peat Soil,111.180563652664,28.0060391645961,57.7674773350488
Black Soil,33.539723004978,46.3853132072781,46.3058190587859
Laterite Soil,120.747557474749,49.231242408374,25.9569681500667
Peat Soil,24.2721598067573,74.8643570736048,37.806246096467
Cinder Soil,103.89186545725,30.7265457362366,82.8293050405285
Black Soil,73.0309853621097,48.0802195899451,52.2295013805076
Cinder Soil,82.5572114651144,81.2746182712387,61.3659492866464
Black Soil,78.2307850280002,13.4354025225419,40.3136704949715
Laterite Soil,111.636514101678,61.0585626534465,72.8783164257108
Laterite Soil,68.3058841647643,79.0041978354966,83.608826079113
Black Soil,60.8542383232748,20.5214410735567,95.7740839169434
Black Soil,104.499341679953,15.1280655555865,44.5653197106932
Black Soil,39.6945340560967,72.6313559872631,77.2210138412358
Cinder Soil,103.393978373007,61.832050711388,70.0177765257984
Cinder Soil,119.018364788584,59.2571967213819,21.5385151585273
Laterite Soil,104.72453748019,67.590800706108,80.5290246788445
Peat Soil,32.2548066063582,76.6111438069102,38.1820628061242
Peat Soil,146.712635478911,37.3306882480388,59.0689054419488
Laterite Soil,39.7118427983711,55.1884402705437,64.2308343214926
Yellow Soil,62.5312883989212,63.3483736986648,52.5538121305472
Cinder Soil,139.042828087008,46.1184529101572,97.6320982958734
Cinder Soil,147.407705753067,56.2721414688199,89.8389339978449
Cinder Soil,105.948708351621,60.4035738275394,51.2671832560535
Cinder Soil,118.219296582893,23.9649546493503,20.9104016203656
Cinder Soil,84.7447276722712,84.0303511779003,91.5260179054601
Peat Soil,144.911095437334,45.2277038201547,49.8408427196195
Peat Soil,117.767417206475,9.00377088864159,33.5522083359119
Peat Soil,111.173567225112,22.0598204805662,28.0639669014379
Cinder Soil,48.2128734942459,30.7496338199962,46.5435499970714
Peat Soil,59.2177023018343,27.8967854089548,73.4128450006689
Laterite Soil,64.0051042704932,40.1159322301408,94.0640912067684
Black Soil,141.007056015626,41.7010665988879,18.0066054972202
Cinder Soil,64.9635769852154,48.3505713110747,80.9062143472117
Cinder Soil,37.3459900339223,31.6675608183396,24.9091718480932
Laterite Soil,5.14371410743176,67.0176077044154,15.6987497021977
Peat Soil,25.4725359251907,40.9205151757196,55.4021654004264
Black Soil,41.1748714171361,38.2305474551286,64.0730749933037
Black Soil,95.5025398606484,5.88413886175273,53.6406231604322
Laterite Soil,12.0155119879715,9.32661622300397,84.1056175820525
Peat Soil,149.608051047774,71.002626988628,61.0544078118724
Yellow Soil,135.397436739203,54.2137903558404,56.8130748938907
Cinder Soil,71.9428447561172,28.3940723042132,10.2149493705828
Black Soil,77.4576166012953,55.0635036438743,24.4634241007323
Peat Soil,11.5236286767699,73.0639023125487,96.4332279257155
Cinder Soil,7.02036112902812,18.8210440887384,27.0222368878839
Laterite Soil,15.5406198920076,50.2678712887318,36.3813941090849
Peat Soil,104.355419971889,74.2804339816409,78.5745509159057
Yellow Soil,50.3740478653703,64.3016771514803,49.430495241784
Laterite Soil,35.9398548450029,11.4616359879559,91.3421677131028
Peat Soil,55.4548137341254,16.8206539214285,79.0835956685771
Black Soil,60.5182036623975,44.5084285701683,41.4829403049564
Cinder Soil,56.5052356847044,86.5032409845097,72.4320222136566
Black Soil,34.1840283487691,64.0786330288808,80.4391071230781
Laterite Soil,69.1769167712628,22.7932786136129,53.0194188476972
Yellow Soil,146.014699180202,51.2768272868693,81.6158875388263
Cinder Soil,119.674552907013,48.1750626536734,14.8926464647078
Black Soil,26.4427771958049,41.0689942357589,61.2850321078247
Cinder Soil,79.0777638712909,83.6190442001262,92.4299544306691
Black Soil,67.3936705819988,62.7058486901935,64.282868372496
Yellow Soil,49.2315008226563,82.0706270303549,44.5143620723837
Cinder Soil,149.869586884722,34.6526027745686,40.8148666756597
Laterite Soil,120.156009533349,19.4787187112573,12.952403575474
Black Soil,127.626727103998,24.7211927973765,56.3746430330909
Yellow Soil,135.96518978105,85.1194960678958,10.1938471071077
Cinder Soil,102.537866127047,11.9790573246924,43.1221309489267
Yellow Soil,6.07055495198728,8.22853601058697,19.5140043174154
Peat Soil,127.460006330522,62.0259389425333,66.3411166158177
Peat Soil,38.8783378127086,82.9857810600834,65.9599973817101
Yellow Soil,7.17397950972505,37.2989516162572,61.2708103019734
Cinder Soil,50.6203660179071,58.4299127689023,77.9713639999677
Cinder Soil,89.4979441822767,58.6664965902322,79.7079247398587
Peat Soil,19.358628906799,78.6472168674602,70.1162092523644
Cinder Soil,89.5273071376434,35.0083528709384,99.939410095499
Yellow Soil,108.489072619981,13.9049039801542,54.3496194664801
Yellow Soil,5.95329691772099,68.6788242725956,27.8696606432284
Black Soil,146.19984313938,57.3960165543065,14.0979941161
Yellow Soil,20.8107220436662,35.0735640085055,17.582511681499
Cinder Soil,126.471422908569,75.5044721480112,76.3429320286704
Yellow Soil,116.071958226782,36.4507667156645,50.5799841415029
Peat Soil,86.543172831434,88.5163778034991,52.421131025355
Laterite Soil,133.368377487308,63.6414254159215,88.5546183939098
Cinder Soil,134.753746019472,42.6212613676776,63.7814757038586
Laterite Soil,52.6530994786013,79.7032923600297,57.8125915969822
Peat Soil,77.9752905234053,29.315826995109,59.3726408108945
Yellow Soil,84.3799055903604,39.8318970618527,15.8377377845571
Black Soil,106.823261568738,45.5534066936937,23.3325570223644
Peat Soil,127.200674356263,67.6555181675305,80.2111347718631
Peat Soil,69.5989555054865,50.5834661668657,39.9325698365413
Yellow Soil,69.6168966674799,86.2801857297583,86.1461811605413
Laterite Soil,99.8977784968297,80.304159039945,77.1004819664931
Yellow Soil,113.638916309513,60.2787776002612,80.5577468250128
Black Soil,62.9300675409116,51.1039476823317,97.8777535285823
Cinder Soil,89.9808967377284,81.1385085558264,63.2329844932511
Peat Soil,69.8264115354362,56.670138210984,63.7993230109322
Peat Soil,105.933912899579,25.0906724802386,48.0129402595333
Peat Soil,63.35312386847,56.4524898170352,55.9689462255659
Yellow Soil,146.616441123189,53.9518028345093,22.9291202120403
Laterite Soil,31.1087579718035,73.1152323867849,73.0214331753505
Yellow Soil,68.9868046838606,6.24621881281826,81.2774194363892
Peat Soil,107.011853727031,17.3230009338798,55.560351226734
Peat Soil,94.5946453772095,66.6192996914276,59.8612296520343
Peat Soil,112.586513983724,69.0441410954233,17.4713831594275
Yellow Soil,133.122690176327,73.1708003645108,15.0021810072959
Black Soil,108.76178659823,31.8060129426874,76.3208762311451
Black Soil,121.875828373264,78.0685846315636,37.3789734315001
Laterite Soil,147.644657965789,65.5137938635452,86.126103185985
Peat Soil,72.099740773792,5.19421939469219,27.3686883738193
Yellow Soil,116.858863387501,45.9438344945372,81.4230906620543
Peat Soil,23.3601440063011,74.024536851334,52.4560424753078
Yellow Soil,13.9270388152789,58.0505852863418,18.6726063613497
Black Soil,35.6809939454822,37.1335710893445,85.2623416196659
Cinder Soil,59.6184061147997,30.3853835779161,26.0378527064682
Peat Soil,69.8411248474908,14.3657615641047,96.1648956490285
Black Soil,100.484060216302,27.1057531941196,54.4103352459343
Yellow Soil,108.414565129885,41.8345474563484,94.8550959851306
Black Soil,146.005071723957,23.3720350328045,34.3314951683867
Black Soil,7.5412893861785,87.0424713873078,27.5613968389825
Yellow Soil,36.6802280242556,16.5811005546079,17.620136633281
Black Soil,128.227385817896,12.4558551646178,39.2501083001715
Black Soil,15.4893007108009,26.7956818949353,25.8460880021577
Cinder Soil,49.5471574316339,8.84311450451731,11.0948839126147
Laterite Soil,54.7868483309221,68.5833660612862,89.191443074089
Yellow Soil,73.4743701655681,57.7797356215951,11.3966052794616
Laterite Soil,53.8554171617516,49.7926258892896,99.8493218013147
Peat Soil,138.270658183083,86.9936017027137,87.9024852592216
Peat Soil,142.542905438871,68.8164478297988,86.7038927834682
Cinder Soil,135.730189760388,56.8606497267401,59.3410710202846
Black Soil,131.118290499327,20.3945046244052,25.3955891991061
Black Soil,75.3885007390782,70.65505566024,65.9387817164445
Cinder Soil,48.7214865082455,52.5778507887734,57.2830173281373
Cinder Soil,14.7103174516342,60.4567591734604,89.9678542331168
Cinder Soil,45.3345091575151,35.1538733150659,74.1029508682998
Laterite Soil,103.000223437878,74.3650774460429,23.3215811579109
Yellow Soil,148.533980243894,75.8771503540004,65.904143863569
Yellow Soil,90.9405957349943,73.0070348428149,84.6012193929573
Laterite Soil,109.008006977049,47.2162204902343,53.0720362899699
Black Soil,55.8017927124562,79.4796251283597,11.3777829669792
Black Soil,118.086835275594,85.2104037979072,91.9372365028082
Yellow Soil,97.1557790595365,42.6606596504743,37.5655318828786
Black Soil,85.9799319018288,7.64504535310213,13.0719770963307
Cinder Soil,99.4976383574253,31.4365498056234,41.1935292875668
Laterite Soil,47.178589773666,8.14461708470414,87.1769565532891
Cinder Soil,146.964867320761,78.0602816697087,38.5391696571786
Black Soil,7.91132122564022,57.048315171509,51.0534162665453
Laterite Soil,110.693597737009,20.3124886723168,76.3675703013277
Cinder Soil,12.5229182204879,45.1139234986939,86.4992877506008
Peat Soil,144.233197124464,79.3406738290443,18.138495575856
Cinder Soil,127.879632607561,17.1993757543552,72.3114164385299
Peat Soil,99.045847364677,42.3014449082214,64.1400501432283
Black Soil,40.8868426451931,25.2024120348366,83.4204803939212
Yellow Soil,134.41663403541,38.1861060605081,59.3848977272207
Laterite Soil,146.130338621558,9.33064689702203,46.1942929011955
Peat Soil,86.3460160716317,47.2966559706271,61.2584997195093
Cinder Soil,29.743293728575,13.3023754509674,49.2342583141221
Yellow Soil,94.5507270320478,32.8357851385395,42.4232003268807
Peat Soil,57.9735747110871,42.5463977830133,91.3446835925739
Laterite Soil,88.6713224417066,78.257783045921,20.4717288461417
Peat Soil,37.1785754244562,63.8785705642862,20.5274447659353
Peat Soil,9.66103599688367,66.8613876094116,28.6986790836297
Laterite Soil,145.642472699612,24.0340303070882,99.7128497656546
Cinder Soil,84.947709511257,46.1010210216735,17.8079401015826
Cinder Soil,107.199202612051,14.2778857791415,30.678698139377
Black Soil,90.5745611436503,85.3406727351391,69.729502231031
Laterite Soil,137.873702500309,68.4936218986479,12.8025954248432
Peat Soil,109.824048583193,50.3881590511106,82.717194717006
Yellow Soil,46.5085873578467,82.65321124949,58.6560475921116
Peat Soil,49.9821947611299,38.8660550887787,75.1000946317681
Cinder Soil,19.6478787253192,8.47032860498156,17.0629363932093
Cinder Soil,16.6966097122332,22.640284688489,97.951081587224
Cinder Soil,27.9127174446051,8.89788761000904,14.6401571276822
Yellow Soil,61.7821884777042,42.2366984747901,22.9894535220443
Yellow Soil,148.553512531175,76.3913053135041,38.0725455587468
Yellow Soil,129.099906855638,18.28880005572,32.7544314130578
Cinder Soil,87.6473666732157,43.5642361541164,45.3970407794039
Cinder Soil,126.276094141963,63.4748501218982,32.0624265690254
Black Soil,136.297918633017,58.5222873956081,37.9808302609091
Black Soil,142.409788861895,85.1062372796128,82.0005821716694
Cinder Soil,143.7113006639,85.513738100767,69.3783035704438
Cinder Soil,37.0302891154798,24.4036414120006,41.5821162838033
Peat Soil,139.441403396465,22.4811528139965,35.0020486469028
Yellow Soil,86.3578277687283,81.3970352570804,97.7432500582454
Cinder Soil,122.99232974155,35.7938773089973,35.5294582160695
Yellow Soil,26.9837516999859,78.5663082367893,16.9295726396636
Peat Soil,128.855783365066,51.4147022328575,36.0716739806734
Cinder Soil,113.717450348201,65.898533661344,46.4239824289707
Yellow Soil,49.8244566510148,19.3224016569742,22.5028529127428
Laterite Soil,148.070131492397,16.4622766345567,86.5378380327721
Peat Soil,98.6226171189777,8.97951472383616,89.4747424567491
Black Soil,98.931521937281,19.8956761708129,88.1389071162398
Laterite Soil,7.60095508965236,58.4404752355995,20.8963919624904
Cinder Soil,67.7665336495631,66.4242597006136,83.9567806491117
Yellow Soil,108.924544037047,87.6956942236216,46.6236524587187
Black Soil,26.2088058216318,7.41681482323968,30.5844917502923
Laterite Soil,8.84162565099435,79.2309708874956,21.9200677616988
Peat Soil,62.3964899589435,25.1138441207163,64.8517730858814
Laterite Soil,9.37112839328092,63.7670377308936,83.4338128203719
Yellow Soil,90.0487354346181,89.0268817725711,75.5437159130743
Cinder Soil,49.0296151407241,21.2340183646987,88.1268867578613
Yellow Soil,52.3313072145884,84.4374399211067,30.3560207600859
Yellow Soil,112.300910003302,28.9768325869611,81.9732118502657
Cinder Soil,36.7802670047716,43.8670492329397,98.165422905119
Laterite Soil,37.7831707232026,30.876750460674,45.3834053788565
Cinder Soil,52.1173825934099,34.3661068090286,35.6320924168438
Peat Soil,38.889944370732,35.3814135218766,45.9734210749669
Laterite Soil,118.776290008864,16.6047976405882,70.3225850882544
Peat Soil,105.811846774932,62.9469832884948,67.8807269802547
Peat Soil,33.0973897029974,8.19794206846279,32.6687017331962
Black Soil,106.0849728738,21.1383891979982,86.4978178836465
Laterite Soil,148.682569637241,73.8545008370392,19.1939002023395
Peat Soil,127.772844392802,52.0899993798271,38.3626104013857
Yellow Soil,59.3748480173622,42.7891724094685,53.834870276966
Yellow Soil,120.738130266957,54.5213943021235,19.8359686782593
Yellow Soil,122.807920275537,12.1644786387629,16.0427857511509
Cinder Soil,113.150759496582,19.2374193723698,72.8960604632583
Cinder Soil,64.3216447916175,57.3730157087465,50.090730683152
Yellow Soil,100.789265278471,45.408558518664,27.921844148429
Black Soil,7.96153668696924,79.3913531603135,94.9388524414909
Cinder Soil,52.7944877043775,39.8057905123141,39.3552492107429
Laterite Soil,55.5594411875619,53.0149169895851,22.7000000755615
Cinder Soil,43.6583278169066,25.9566893392416,98.747131240185
Cinder Soil,17.7761869958656,10.0885599748925,31.0605673587003
Peat Soil,19.7624636108771,63.9160186529192,21.4915233926414
Peat Soil,118.973462180573,65.6843656367095,49.5969926958419
Yellow Soil,96.5892573500898,6.69112289461501,10.5050769450223
Peat Soil,93.3758230954052,32.5816691883955,71.5910101708691
Laterite Soil,140.313286948002,31.460695404303,39.9086823651912
Laterite Soil,88.761204608993,23.9930463480069,42.5604487256628
Peat Soil,14.6386220100946,47.533375811255,34.6171236369015
Laterite Soil,81.8261871226376,36.3965794624949,21.1898003564933
Laterite Soil,29.2433395257329,76.3247807959502,96.0028216630422
Laterite Soil,141.705037543361,51.0096833943263,19.7881248643494
Laterite Soil,90.8051090730802,59.3188503705222,59.0310718382804
Laterite Soil,38.8236782067248,29.5259506668629,83.5308985812349
Yellow Soil,138.409195845562,40.2343877692938,31.180794317752
Peat Soil,63.8332512439311,85.9660811115912,53.3627995704612
Laterite Soil,36.1205550223114,61.8690356637551,99.3044060347292
Laterite Soil,97.782584302528,27.6683474271096,72.3285682839779
Peat Soil,58.1352651383406,22.0647227434871,70.19937061483
Black Soil,106.434521563609,27.827965243588,93.0609164766064
Yellow Soil,30.3177805033492,8.82356221918483,65.9638099524733
Peat Soil,114.382780943231,39.4997240239749,89.5518478088952
Cinder Soil,5.3743319145326,8.47238225113443,97.3280547369639
Yellow Soil,53.7712620728209,43.6088805730484,77.3745941549007
Laterite Soil,149.092791957657,41.8005489163142,21.6341667103874
Laterite Soil,69.5770802267892,79.1625875769582,74.8282423488924
Cinder Soil,31.4251494316988,46.8455795635961,14.405600544529
Yellow Soil,64.1024777082652,10.7908991948409,41.2742160710339
Peat Soil,100.52117957417,54.5350042066833,72.2029399789383
Peat Soil,11.1737130217178,37.0395602059648,60.9917228278057
Yellow Soil,30.9144995964751,13.1584201076293,23.6825901840011
Laterite Soil,34.4024868030901,34.3281517525911,39.9866312378601
Cinder Soil,7.34990095115953,51.0501161532676,89.6975841101791
Cinder Soil,49.587565711343,38.1160193222449,95.778236024817
Cinder Soil,60.5816879323088,36.9807939684525,50.3376025423963
Laterite Soil,74.9304011480433,24.3396964833637,65.5253093497927
Yellow Soil,79.9882374023298,85.8964897824514,78.1636536898461
Peat Soil,93.6528148387727,20.175416540315,81.6934953366944
Cinder Soil,31.5403706535936,29.2821288771312,69.2686440983064
Laterite Soil,8.82594015891361,58.8665170641994,20.5931116414222
Cinder Soil,24.0051096813488,87.0715125931348,84.8892786845181
Peat Soil,75.2154512111677,37.0801034453828,54.2570818141669
Yellow Soil,126.578495437804,45.0870164617072,19.2943294569786
Yellow Soil,148.369787411549,5.73371054656654,98.9431017971027
Black Soil,28.6511813756767,40.4037134769249,57.4381820730827
Yellow Soil,71.8391612900074,49.6990005717685,72.291628659717
Laterite Soil,47.5622480097419,26.4340825470953,44.5679741881984
Black Soil,132.017296994402,34.0623423055625,99.3126198824261
Laterite Soil,72.5200048505149,22.3698683617944,23.8186691593144
Peat Soil,5.95790918752114,30.0325947702133,99.2402135947036
Black Soil,44.3739025914866,23.6729767724983,66.8267207947816
Black Soil,85.8472275736033,13.4542905865004,87.3481018398507
Yellow Soil,130.699952530426,14.5449775522341,98.649285664578
Yellow Soil,47.049162553735,77.5533364118792,81.5019118376198
Cinder Soil,18.9724304190668,23.2052615168663,69.4045023444473
Black Soil,59.883487213979,39.5527558603675,49.4239305928161
Yellow Soil,98.0755964882055,22.5107996428156,24.5790704353214
Cinder Soil,76.4237015560349,33.7934055407417,70.4610535796671
Laterite Soil,66.0451283616156,75.8093700733952,95.1123039711295
Cinder Soil,62.4261519923514,68.513764455487,49.6075228555443
Black Soil,132.252592299062,58.683387081368,91.9453903152539
Cinder Soil,78.7407195918273,55.4507525845401,93.3222650201259
Cinder Soil,16.3573889330573,12.1827649924223,32.8333698687624
Peat Soil,109.707990120278,81.279159001363,52.470695501032
Peat Soil,25.8330045588034,25.4096930628191,34.7912332261909
Peat Soil,132.813615221887,72.2723069229516,27.9291874331966
Yellow Soil,106.721564542797,55.7991366289539,73.2802252525159
Cinder Soil,46.8918182844564,83.857629588846,71.8349304460933
Black Soil,22.8144748679266,87.3766863455071,94.656563733444
Cinder Soil,115.160133675567,13.6666972557895,49.8648132671324
Cinder Soil,125.172133897093,8.95353526875463,78.2161942027664
Cinder Soil,31.3250234577477,58.2676609694852,69.6157944920637
Peat Soil,129.803138005645,31.1850394600955,99.1226579388551
Yellow Soil,87.3627255559586,20.6361249046966,53.7826719771351
Black Soil,49.727719662088,36.7046626236357,11.6862832591381
Peat Soil,32.841632456829,72.43331004641,67.7145591486187
Peat Soil,36.5213401183647,58.9912025652728,56.7727570937328
Yellow Soil,148.465500845172,38.4594643999593,53.6919562057943
Peat Soil,28.616479343617,70.2648831840531,75.7122439679506
Cinder Soil,65.8779554409567,28.3999422982543,91.3245425012234
Cinder Soil,105.402207986672,35.250109499015,35.3038195243279
Cinder Soil,105.203081145768,26.385470838183,73.9603079388107
Peat Soil,21.3381664339691,84.3506914387921,69.0917630507369
Yellow Soil,33.0801968815148,76.4141688525924,17.6511819570601
Cinder Soil,10.8242210746214,43.9252405722918,46.5658955762135
Cinder Soil,143.872784391565,73.7748128619953,74.1257386763105
Peat Soil,143.442054162988,27.8356536854554,64.0133422452981
Black Soil,115.241246398103,87.1051373431936,27.4685147779993
Laterite Soil,110.038756161469,46.8981538155565,90.2821435726207
Yellow Soil,68.0184302318437,51.0192319065241,93.326243741381
Yellow Soil,55.1662166568156,5.9988271980409,33.2254402430398
Black Soil,94.0203180077992,48.5638242096807,81.3461058554503
Laterite Soil,144.511262411572,39.0989795993041,94.0265628551643
Peat Soil,105.137441683447,52.5711805073177,25.0505070145666
Yellow Soil,68.1687422013691,12.4353739583667,54.414935293052
Laterite Soil,10.9632251527179,84.7363493778367,17.1408991883892
Black Soil,106.587300435135,65.1006614853198,77.5634111674373
Laterite Soil,136.348244079451,74.8566632718325,91.7091577969577
Yellow Soil,37.6105472546601,45.0337040707222,49.3804626048046
Cinder Soil,138.443895166598,21.4687422767137,70.6722878606554
Cinder Soil,76.1496454990224,44.0230602734212,96.6581961452783
Laterite Soil,111.30397767381,68.6696200846306,26.8649831938738
Black Soil,148.372929338434,48.3137633613688,33.6286310093385
Cinder Soil,83.7838073407006,36.0724408833723,96.9604207074901
Yellow Soil,113.856791121237,35.7562177228549,27.6470937638766
Cinder Soil,131.545170372303,46.8205187986994,42.7830981200678
Cinder Soil,26.2637430978617,24.3125017404557,26.7090502977345
Cinder Soil,145.613073581289,77.3579589195654,21.6622575553817
Laterite Soil,66.331334843698,57.811551412517,57.5692917811611
Cinder Soil,136.972498604992,87.3244196396722,26.8819654155571
Peat Soil,100.763229873924,48.3177345805592,34.6465142548543
Cinder Soil,105.388779120987,87.1680675678732,67.7814944921718
Yellow Soil,100.102751395664,78.3506556466356,54.1287280226854
Cinder Soil,144.641841750606,16.6902930287175,36.2243250171568
Peat Soil,121.881056532731,71.475254225485,71.1927672397693
Black Soil,30.2306319182168,41.0157563559618,85.9128210624344
Laterite Soil,89.3413843353696,29.3358993301158,87.8857635355233
Yellow Soil,64.9833621656964,80.8116540583194,30.9485785256682
Cinder Soil,5.51763123000437,45.3418647956661,59.4797371625937
Cinder Soil,86.0665250126545,16.155240012851,30.5001095762108
Black Soil,65.0272855472247,31.9259171065415,21.799741995629
Cinder Soil,91.6061601778752,19.0538784699304,74.8672298071327
Cinder Soil,131.614996923383,48.5135819571639,87.2991148546412
Peat Soil,123.175833534337,43.8275235065523,93.0892494305322
Black Soil,112.544896286647,62.9160164303039,86.5211702055795
Peat Soil,119.539193703002,39.5497761877164,35.8894700904727
Peat Soil,13.2273244894842,13.0550769804542,94.9343253914828
Cinder Soil,54.2107736206567,62.6198650247975,32.0786389342949
Black Soil,76.3098920960349,57.7630833766257,46.634597624282
Yellow Soil,129.781708705033,13.2850913080223,65.3177415183761
Laterite Soil,105.718228653861,63.6631607660622,13.9850784346422
Cinder Soil,83.2911912043924,30.012721569833,36.6181962605711
Yellow Soil,23.5789166366904,49.5597651911679,58.5704509254175
Laterite Soil,97.3351797437315,40.4036109127658,28.8841667768586
Yellow Soil,39.362332136765,71.8680837394362,88.9470060209187
Black Soil,114.399595542575,42.332820185581,25.3237980954195
Peat Soil,143.803550760984,55.1485293720646,10.7780161577435
Yellow Soil,78.34526470145,57.6466693962229,11.0246493873937
Yellow Soil,138.115520647371,22.2323374814437,98.7571865994321
Peat Soil,147.753860491051,14.9413795798284,25.1898704084929
Cinder Soil,44.1307506621803,82.1898200622802,50.5969991669206
Peat Soil,62.9625929848794,68.1278394518714,18.1085129744368
Black Soil,141.658351811395,27.6767408731915,61.2452584792007
Laterite Soil,82.9004793809574,61.9284590427028,77.307056951884
Peat Soil,130.90279422503,27.6334491849814,59.3864068056611
Yellow Soil,43.0481123542688,19.5604810026599,84.2116599477837
Peat Soil,133.730529580482,36.7860152758243,48.6321043874882
Black Soil,139.234691893959,33.4128942997999,36.0254730208647
Yellow Soil,34.9650865205693,76.285454975898,51.7660494222207
Yellow Soil,37.8687584040411,51.5454252564179,41.3736503741127
Black Soil,142.927098416843,15.8944632159005,49.3030843351895
Laterite Soil,32.5468377799511,86.2815193169604,76.9173974739649
Black Soil,97.1562818992163,29.5753081088644,54.9987723266202
Laterite Soil,16.5691688241141,87.6060943710108,91.0626987799615
Peat Soil,66.0119842441045,14.3239171563369,90.4491067157453
Cinder Soil,133.741245623543,81.2781163855788,33.4953145865432
Cinder Soil,131.928947606082,52.8025424834688,65.401846306327
Yellow Soil,83.5631442261634,50.479000803764,56.4171295479868
Cinder Soil,128.271768431184,33.3740058059805,64.3676323336954
Cinder Soil,63.2012502770065,23.2905290929259,43.1856575085531
Peat Soil,94.5385455337854,29.389996151438,71.8005870453011
Black Soil,38.7003108494212,24.2048704152515,32.8211525236163
Peat Soil,117.441781894809,68.0026181290897,52.1901272886828
Black Soil,146.790707219615,57.0558997933607,47.5443791003202
Cinder Soil,19.651671570141,42.3874794710926,94.7763317695977
Cinder Soil,45.0141520391085,47.8358352786424,95.9096160800838
Cinder Soil,147.903218969606,22.5365662916255,34.3563955939033
Laterite Soil,16.8775565749835,71.6210051095912,10.6034525078578
Laterite Soil,79.090813132049,13.6628234750801,25.9205139813854
Yellow Soil,59.8717524851504,48.1650939505622,63.7719173186947
Cinder Soil,63.0573623449163,48.0219882767924,79.6504975960062
Black Soil,131.943004342677,32.9615074383367,11.2402395826366
Laterite Soil,105.586975421301,84.7095690627196,58.7074234036531
Peat Soil,54.7215466891285,74.426619510189,86.571572431606
Peat Soil,47.7673406621145,60.6273229499506,23.3187623075111
Laterite Soil,39.8858848001102,57.3894873112436,67.2784855844938
Laterite Soil,8.16526080052339,77.3615910268981,44.1216600587645
Yellow Soil,97.3828799234087,17.5181987350899,28.8310820697665
